,user,gender,province,time,text,mk,ks
0,2302077230.0,f,33,Thu Aug 11 16:32:05 +0800 2011,MK等他打到RMB2000以下买就值了[偷笑],1.0,0.0
1,2302077230.0,f,33,Thu Aug 11 16:32:05 +0800 2011,回复@Arielle_K: MK就是“啊我好喜欢这个款式可惜买不起去看看MK有没有同款”，不过现在coach换了设计师以后好看很多，质量也不错，打折起来也是一样不要命的架势,1.0,0.0
2,1728202521.0,f,61,Sat Apr 10 22:25:01 +0800 2010,@王点点尼莫 现终于开MK了.....[震惊],1.0,0.0
3,1738272857.0,f,44,Thu May 06 11:27:39 +0800 2010,香港MK在哪哦？谢谢。,1.0,0.0
4,3481576475.0,f,31,Mon May 20 17:36:41 +0800 2013,定了个这个，mk flap 正红色小钱包，可以放100RMB的哦～,1.0,0.0
5,1821623507.0,f,400,Sun Sep 19 21:05:41 +0800 2010,kate spade热带风 手提拖特包 juno WKRU2677 超级折扣 美国 http://t.cn/RyZKswt,0.0,1.0
6,1948436661.0,f,11,Thu Feb 03 10:27:28 +0800 2011,mk粉色的多少钱,1.0,0.0
7,5240261270.0,f,400,Mon Aug 04 00:56:02 +0800 2014,求kate slade细节图,0.0,1.0
8,5211226121.0,f,400,Wed Jul 09 21:35:47 +0800 2014,@MichaelKors 作为轻奢，真的性价比超高。,1.0,0.0
9,2956487763.0,f,50,Tue Oct 02 19:23:11 +0800 2012,回复@SE-大M:MK,1.0,0.0
10,1712452347.0,f,11,Tue Mar 16 20:41:41 +0800 2010,今天傍晚，香港铜锣湾，你们准备好了吗？😘@高圆圆 @MichaelKors ,1.0,0.0
11,1661838191.0,f,21,Wed Nov 18 16:28:03 +0800 2009,MK的裙子都不适合头大的人,1.0,0.0
12,3172630955.0,f,400,Tue Dec 04 11:26:25 +0800 2012,MK的手腕包/钱包淘宝链接：http://t.cn/RyAjJH3 ，这款是可以放下苹果6无压力的。,1.0,0.0
13,5589479961.0,m,400,Thu Apr 16 03:57:52 +0800 2015,太赞了，马上点击参与微博抽奖活动有机会获得KS包包，另外满$70美金订单再随机赠送价值$10美金礼品1份，送完为止，截止日期9月9日！http://t.cn/RAqgfzh //@时尚辣妈生活馆: 美国电商太给力了，赶快点击参加微博活动#抢纽约时尚包包Kate Spade免费领美金购物券#,0.0,1.0
14,1599820735.0,f,31,Sat Jun 19 19:02:39 +0800 2010,这款ks是什么型号的？,0.0,1.0
15,1899533002.0,f,11,Fri Mar 18 13:21:28 +0800 2011,想要mk这款小号这个色 http://t.cn/Ry2Nw6a,1.0,0.0
16,1268865885.0,f,44,Fri Jul 02 15:49:05 +0800 2010,Rebeccaminkoff等了好久都没见，然后银子也败光在了ks、coach、nb上[笑cry]，继续等RM,0.0,1.0
17,1789358630.0,f,61,Tue Aug 10 12:40:59 +0800 2010,回复@sauir北美代购:kate spade 小的贝壳包 亲发的这个,0.0,1.0
18,1833738392.0,f,400,Tue Sep 28 21:08:45 +0800 2010,链接来咯！！！淘宝商品:毛豆美国代购 kate spade WKRU3402 十字纹牛皮笑脸包 中号/小号 http://t.cn/Ry20bGW (👉👉👉复制整段信息，打开手机淘宝可直接访问👈👈👈),0.0,1.0
19,2674373055.0,f,14,Fri Aug 24 13:58:17 +0800 2012,回复@sauir北美代购:kate的还有黑色小贝壳吗@sauir北美代购,0.0,1.0
20,3840043605.0,f,400,Wed Oct 09 19:01:19 +0800 2013,回复@不要随便看我微博我会烦:sauir家购买的katespade大红钱包短款转卖,0.0,1.0
21,2261229284.0,f,31,Fri Jul 22 13:32:30 +0800 2011,KS近几年很火啊，人手一个@粑粑麻麻的窝 @无双小小宝 ,0.0,1.0
22,3563330740.0,m,31,Fri Jun 28 13:34:45 +0800 2013,@还没想好呢006 @艾艾Faye kate spade 这款手表相当不错，最主要的表盘非常别致，刻度的是时间，也是流年。来看看啊,0.0,1.0
23,3563330740.0,m,31,Fri Jun 28 13:34:45 +0800 2013,一颗心悬在上方，那是我最好的刻度。# Kate Spade 水晶刻度女表#@艾艾Faye @还没想好呢006,0.0,1.0
24,3563330740.0,m,31,Fri Jun 28 13:34:45 +0800 2013,一颗心悬在上方，那是我最好的刻度。喜欢你。# Kate Spade 水晶刻度女表#@艾艾Faye @还没想好呢006,0.0,1.0
25,5390926757.0,m,400,Thu Nov 27 21:43:19 +0800 2014,@三藏和小恐龙 @hi王卓敏 [好喜欢][好喜欢][好喜欢][好喜欢][好喜欢][好喜欢][好喜欢][好喜欢]ks,0.0,1.0
26,3172630955.0,f,400,Tue Dec 04 11:26:25 +0800 2012,MK特价mini耳朵包不到900rmb直邮，中国红和橘色拍下联系在线客服改价格，淘宝链接：http://t.cn/RyLIwd3,1.0,0.0
27,3170751140.0,f,31,Sun Jan 27 15:47:58 +0800 2013,回复@BABY哈鲁2011:捞，置顶链接拍付500+运（浙江沪6，外10）备注ks图一款。,0.0,1.0
28,3170751140.0,f,31,Sun Jan 27 15:47:58 +0800 2013,回复@BABY哈鲁2011:捞，置顶链接拍付300+运（浙江沪6，外10）备注ks特价款300,0.0,1.0
29,3170751140.0,f,31,Sun Jan 27 15:47:58 +0800 2013,回复@洋细米:捞。，置顶链接拍付300+运（浙江沪6，外10）备注ks特价款300,0.0,1.0
30,1737660967.0,f,44,Tue May 04 16:35:40 +0800 2010,请问KS的钥匙包吗？有折上折吗？ http://t.cn/RyLcywn,0.0,1.0
31,2548219860.0,f,32,Sun Nov 20 15:23:14 +0800 2011,ks的短款钱包不上吗？,0.0,1.0
32,5591501679.0,m,50,Sun Apr 19 20:52:30 +0800 2015,想要mk锁头mini s如果看到了帮我留意下哦～谢谢,1.0,0.0
33,3170751140.0,f,31,Sun Jan 27 15:47:58 +0800 2013,回复@mimi范一一:捞1。，置顶链接拍付300+运（浙江沪6，外10）备注ks特价款300,0.0,1.0
34,5042245425.0,f,400,Tue Feb 18 10:39:57 +0800 2014,长期代ks,0.0,1.0
35,3593805337.0,f,35,Sat Jul 06 21:27:56 +0800 2013,kate spade丝巾的价位@穆熙妍Crystal 谢谢,0.0,1.0
36,1428883815.0,f,45,Wed Dec 02 21:20:48 +0800 2009,回复@别样BieYang:那个包包是MMK的吗？,1.0,0.0
